,word
1762,تطبیق داشتن
1763,تطبیق کردن
1764,تطهیر شدن
1765,تظاهر کردن
1766,تظاهر کندن
1767,تظاهرات کردن
1768,تعارض داشتن
1769,تعارف تکه پاره می‌کنندن
1770,تعارف کردن
1771,تعامل کردن
1772,تعبیر شدن
1773,تعبیر کردن
1774,تعبیر کندن
1775,تعبیه شدن
1776,تعبیه کردن
1777,تعجب کردن
1778,تعجب کندن
1779,تعدی بکندن
1780,تعدیل شدن
1781,تعدیل پیدا بکندن
1782,تعدیل کردن
1783,تعدیل کندن
1784,تعرض کردن
1785,تعرض کندن
1786,تعریف کردن
1787,تعریف کن
1788,تعریف کندن
1789,تعزیر کردن
1790,تعطیل شدن
1791,تعطیل نشدن
1792,تعطیل کردن
1793,تعطیل کندن
1794,تعقل کردن
1795,تعقیب شدن
1796,تعقیب کردن
1797,تعقیب کندن
1798,تعلق داشتن
1799,تعلق پیدا می‌کندن
1800,تعلق گرفتن
1801,تعلق یافتن
1802,تعلل ورزیدن
1803,تعلل کردن
1804,تعلیم دادن
1805,تعلیم دیدن
1806,تعلیم پیدا کندن
1807,تعمید دادن
1808,تعمیر شدن
1809,تعمیر کردن
1810,تعمیم دادن
1811,تعمیم پیدا کندن
1812,تعمیم یافتن
1813,تعهد دادن
1814,تعهد کردن
1815,تعهد کندن
1816,تعویض شدن
1817,تعویض کردن
1818,تعویض کندن
1819,تعویق افتادن
1820,تعویق انداختن
1821,تعیین تکلیف می‌کندن
1822,تعیین شدن
1823,تعیین فرمودن
1824,تعیین می‌فرماییدن
1825,تعیین کردن
1826,تعیین کندن
1827,تعیین گردیدن
1828,تعیین گشتن
1829,تعیین‌نشده‌باشدن
1830,تعیین‌کننده باشدن
1831,تعیین‌کننده بودن
1832,تغذیه کردن
1833,تغذیه کندن
1834,تغییر جهت دادندن
1835,تغییر جهت می‌دهدن
1836,تغییر دادن
1837,تغییر رنگ می‌دهدن
1838,تغییر رنگ ندهندن
1839,تغییر سطح دهندن
1840,تغییر شکل دادن
1841,تغییر شکل می‌دهدن
1842,تغییر شکل می‌یابدن
1843,تغییر شکل یافتن
1844,تغییر ماهیت دادن
1845,تغییر ماهیت می‌دهندن
1846,تغییر وضعیت دادندن
1847,تغییر پیدا کندن
1848,تغییر کردن
1849,تغییر کندن
1850,تغییر یافتن
1851,تفاخر کردن
1852,تفاهم کردن
1853,تفاوت داشتن
1854,تفاوت کردن
1855,تفاوت گذاردن
1856,تفت دادن
1857,تفتیش کردن
1858,تفحص کردن
1859,تفحص کندن
1860,تفرج کندن
1861,تفرقه افکندن
1862,تفرقه انداختن
1863,تفسیر نمادن
1864,تفسیر نمودن
1865,تفسیر کردن
1866,تفسیر کندن
1867,تفصیل دادن
1868,تفضل کردن
1869,تفهیم شدن
1870,تفهیم کردن
1871,تفوق داشتن
1872,تفویض شدن
1873,تفویض نمودن
1874,تفکر کردن
1875,تفکیک شدن
1876,تفکیک نمودن
1877,تفکیک کردن
1878,تفکیک کندن
1879,تقاضا داشتن
1880,تقاضا نمودن
1881,تقاضا کردن
1882,تقاضا کندن
1883,تقبل کردن
1884,تقبل کندن
1885,تقبیح کردن
1886,تقدم داشتن
1887,تقدیر شدن
1888,تقدیر کردن
1889,تقدیس کردن
1890,تقدیم داشتن
1891,تقدیم کردن
1892,تقدیم کندن
1893,تقرب جستن
1894,تقریر کردن
1895,تقریر کندن
1896,تقسیم شدن
1897,تقسیم نمودن
1898,تقسیم کردن
1899,تقسیم کندن
1900,تقسیم‌بندی کردن
1901,تقلب کردن
1902,تقلید کردن
1903,تقلید کندن
1904,تقلیل دادن
1905,تقلیل پیدا کندن
1906,تقلیل یافتن
1907,تقویت شدن
1908,تقویت کردن
1909,تقویت کندن
1910,تقویت یافتن
1911,تقیه کردن
1912,تلاش داشتن
1913,تلاش کردن
1914,تلاش کندن
1915,تلافی کردن
1916,تلاقی داشتن
1917,تلاقی کندن
1918,تلاوت کردن
1919,تلاوت کندن
1920,تلخ شدن
1921,تلخ کردن
1922,تلطیف کردن
1923,تلف شدن
1924,تلف کردن
1925,تلفظ کردن
1926,تلفظ کندن
1927,تلفن بزندن
1928,تلفن زدن
1929,تلفن کردن
1930,تلفیق شدن
1931,تلفیق کردن
1932,تلقی شدن
1933,تلقی کردن
1934,تلقی کندن
1935,تلقین کردن
1936,تلمبه زدن
1937,تلمذ کردن
1938,تلنگر زدن
1939,تماس برقرار کنندن
1940,تماس داشتن
1941,تماس پیدا کندن
1942,تماس پیدا کنندن
1943,تماس گرفتن
1944,تماشا نکندن
1945,تماشا کردن
1946,تماشا کندن
1947,تمام شدن
1948,تمام کردن
1949,تمام کندن
1950,تمایز داشتن
1951,تمایل داشتن
1952,تمجید شدن
1953,تمجید کردن
1954,تمدید شدن
1955,تمدید کردن
1956,تمرد کردن
1957,تمرکز پیدا کردن
1958,تمرکز پیدا کندن
1959,تمرکز کردن
1960,تمرکز کندن
1961,تمرکز یافتن
1962,تمرین کردن
1963,تمرین کندن
1964,تمسک کردن
1965,تمنا کردن
1966,تمکن مالی دارندن
1967,تمکین کردن
1968,تمیز دادن
1969,تمیز شدن
1970,تمیز کردن
1971,تن دادن
1972,تن ندادن
1973,تن کردن
1974,تن کندن
1975,تناسب داشتن
1976,تناول کردن
1977,تنبل بودن
1978,تنبیه شدن
1979,تنبیه کردن
1980,تنبیه کندن
1981,تنبیه‌نشده‌بودندن
1982,تندخو شدن
1983,تندرست گشتن
1984,تنزل دادن
1985,تنزل کندن
1986,تنزل یافتن
1987,تنزیل کردن
1988,تنزیه کردن
1989,تنش داشتن
1990,تنظیم شدن
1991,تنظیم نمودن
1992,تنظیم کردن
1993,تنظیم کندن
1994,تنظیم گردیدن
1995,تنفس کردن
1996,تنه زدن
1997,تنها شدن
1998,تنها ماندن
1999,تنها گذاشتن
2000,تنوره کشیدن
2001,تنوع بخشیدن
2002,تنوع داشتن
2003,تنگ آمدن
2004,تنگ شدن
2005,تنگ نظر بودندن
2006,تنگ کردن
2007,ته نشستن
2008,ته نشین شدن
2009,ته نشین می‌شودن
2010,ته نشین‌شده‌اندن
2011,ته کشیدن
2012,تهدید شدن
2013,تهدید نکندن
2014,تهدید کردن
2015,تهدید کندن
2016,تهذیب کردن
2017,تهمت بزندن
2018,تهمت بستن
2019,تهمت زدن
2020,تهنیت گفتن
2021,تهی شدن
2022,تهی کردن
2023,تهی گشتن
2024,تهیه داشتن
2025,تهیه دیدن
2026,تهیه شدن
2027,تهیه نمودن
2028,تهیه کردن
2029,تهیه کندن
2030,تهییج شدن
2031,توافق داشتن
2032,توافق نداشتن
2033,توافق کردن
2034,توام کردن
2035,توان بخشیدن
2036,توان داشتن
2037,توانا بودن
2038,توانا ساختن
2039,توانا کردن
2040,توانایی داشتن
2041,توانمند بودن
2042,توانمند کردن
2043,توبه کردن
2044,توجه بکندن
2045,توجه داشتن
2046,توجه نشان دهدن
2047,توجه نشان دهیمن
2048,توجه نشان می‌دهندن
2049,توجه نشان می‌دهیمن
2050,توجه نمودن
2051,توجه نکردن
2052,توجه نکندن
2053,توجه کردن
2054,توجه کن
2055,توجه کندن
2056,توجیه کردن
2057,توجیه کندن
2058,تودهنی خوردن
2059,تورم داشتن
2060,توزیع شدن
2061,توزیع کردن
2062,توزیع کندن
2063,توزیع گشتن
2064,توسری خوردن
2065,توسعه بخشدن
2066,توسعه بخشن
2067,توسعه بخشیدن
2068,توسعه دادن
2069,توسعه پیدا کردن
2070,توسعه پیدا کندن
2071,توسعه یافتن
2072,توسل جستن
2073,توصیف شدن
2074,توصیف کردن
2075,توصیف کن
2076,توصیف کندن
2077,توصیه کردن
2078,توصیه کندن
2079,توضیح دادن
2080,توفیر داشتن
2081,توفیق پیدا کردن
2082,توفیق پیدا کندن
2083,توفیق یافتن
2084,توقع داشتن
2085,توقع رفتن
2086,توقع کردن
2087,توقف داشتن
2088,توقف کردن
2089,توقف کندن
2090,توقیف شدن
2091,توقیف کردن
2092,توقیف کندن
2093,توقیف‌نشده‌اندن
2094,تولا کردن
2095,تولد یافتن
2096,تولید شدن
2097,تولید کردن
2098,تولید کندن
2099,توهین کردن
2100,توهین کندن
2101,توپ انداختن
2102,توپ بزندن
2103,توپ زدن
2104,توکل کردن
2105,تپق نزدن
2106,تکامل یافتن
2107,تکان تکان می‌دهدن
2108,تکان خوردن
2109,تکان دادن
2110,تکثیر شدن
2111,تکثیر یافتن
2112,تکذیب کردن
2113,تکذیب کندن
2114,تکرار شدن
2115,تکرار نمودن
2116,تکرار نکندن
2117,تکرار کردن
2118,تکرار کندن
2119,تکفیر کردن
2120,تکلم کردن
2121,تکلیف بکندن
2122,تکلیف کردن
2123,تکلیف کن
2124,تکمیل نمودن
2125,تکمیل کردن
2126,تکمیل کندن
2127,تکه تکه شدن
2128,تکه تکه شوندن
2129,تکه تکه کردندن
2130,تکه تکه کن
2131,تکه کردن
2132,تکوین یافتن
2133,تکیه بزندن
2134,تکیه دادن
2135,تکیه زدن
2136,تکیه کردن
2137,تکیه کندن
2138,تیر زدن
2139,تیراندازی کردن
2140,تیره شدن
2141,تیره کردن
2142,تیز کردن
2143,تیپ کردن
2144,ثابت باشدن
2145,ثابت بماندن
2146,ثابت بودن
2147,ثابت شدن
2148,ثابت ماندن
2149,ثابت نمودن
2150,ثابت نگه داریدن
2151,ثابت نگه داریمن
2152,ثابت نگه داشتن
2153,ثابت کردن
2154,ثابت کن
2155,ثابت کندن
2156,ثابت گشتن
2157,ثبات داشتن
2158,ثبت شدن
2159,ثبت نام می‌کردندن
2160,ثبت نام می‌کندن
2161,ثبت نام می‌کنندن
2162,ثبت نام نکردن
2163,ثبت نام کردن
2164,ثبت نام کردندن
2165,ثبت نام کنندن
2166,ثبت نام کنیدن
2167,ثبت کردن
2168,ثبت کندن
2169,ثروتمند بودن
2170,ثروتمند شدن
2171,ثروتمند کردن
2172,ثمر دادن
2173,جا آوردن
2174,جا افتادن
2175,جا انداختن
2176,جا بزندن
2177,جا خوردن
2178,جا دادن
2179,جا دارد بگذاریمن
2180,جا داشتن
2181,جا رفتن
2182,جا رون
2183,جا زدن
2184,جا شدن
2185,جا ماندن
2186,جا نماندن
2187,جا نمودن
2188,جا کردن
2189,جا کندن
2190,جا گذاشتن
2191,جا گرفتن
2192,جابر نبودن
2193,جابه جا کردن
2194,جاذبه داشتن
2195,جار زدن
2196,جارو کردن
2197,جارو کن
2198,جاری بودن
2199,جاری ساختن
2200,جاری شدن
2201,جاری کردن
2202,جاری کندن
2203,جاسازی کردن
2204,جالب باشدن
2205,جالب بودن
2206,جالب توجه باشدن
2207,جالب توجه بودن
2208,جالب توجه می‌باشدن
2209,جامد‌شده‌اندن
2210,جامع باشدن
2211,جامع بودن
2212,جامه عمل بپوشاندن
2213,جامه عمل بپوشانندن
2214,جامه عمل پوشاندن
2215,جامه عمل پوشاندیدن
2216,جامه عمل پوشانندن
2217,جامه عمل پوشانیدن
2218,جامه پوشیدن
2219,جان باختن
2220,جان دادن
2221,جان داشتن
2222,جان سالم به در بردن
2223,جان سپردن
2224,جان کندن
2225,جان گرفتن
2226,جان یافتن
2227,جانب‌داری کردن
2228,جانشین شدن
2229,جاهل باشدن
2230,جاهل بودن
2231,جاه‌طلب بودن
2232,جاودان کردن
2233,جاودانه شدن
2234,جاودانه کردن
2235,جای بماندن
2236,جای تعجب داشتن
2237,جای تعجب نداردن
2238,جای دادن
2239,جای داشتن
2240,جای ماندن
2241,جای نماندن
2242,جای گذاردن
2243,جای گذاشتن
2244,جای گرفتن
2245,جای گزیدن
2246,جایز بودن
2247,جایز دانستن
2248,جایز شمردن
2249,جایزه دادن
2250,جایگزین کردن
2251,جایگزین کندن
2252,جبران کردن
2253,جبران کندن
2254,جدا ساختن
2255,جدا شدن
2256,جدا نشدن
2257,جدا کردن
2258,جدا کندن
2259,جدا گردیدن
2260,جدا گشتن
2261,جدال کردن
2262,جدایی افکندن
2263,جدایی انداختن
2264,جدا‌نشده‌بودن
2265,جدی باشدن
2266,جدی بودن
2267,جدی نبودن
2268,جدی نگرفتن
2269,جدی گرفتن
2270,جدیت داشتن
2271,جذاب باشدن
2272,جذاب بودن
2273,جذاب نبودن
2274,جذاب کردن
2275,جذابیت داشتن
2276,جذب شدن
2277,جذب کردن
2278,جذب کندن
2279,جرات دادن
2280,جرات کردن
2281,جراحی کردن
2282,جرقه بزندن
2283,جرقه زدن
2284,جرقه نزندن
2285,جرم کردن
2286,جرم کندن
2287,جریان داشتن
2288,جریان پیدا می‌کندن
2289,جریان پیدا می‌کنندن
2290,جریان پیدا کردن
2291,جریان پیدا کندن
2292,جریان گرفتن
2293,جریان یافتن
2294,جریحه‌دار شدن
2295,جریحه‌دار کردن
2296,جریمه کردن
2297,جسارت کردن
2298,جسارت کندن
2299,جست وجو می‌کنندن
2300,جست وجو کردمن
2301,جست وجو کردن
2302,جست وجو کنندن
2303,جست وجو کنیمن
2304,جست وخیز می‌کردن
2305,جست وخیز نکنین
2306,جستجو نمودن
2307,جستجو کردن
2308,جشن گرفتن
2309,جعل کردن
2310,جفت شدن
2311,جفت کردن
2312,جلا دادن
2313,جلب توجه می‌کندن
2314,جلب توجه نکردندن
2315,جلب توجه نکنمن
2316,جلب توجه کنیدن
2317,جلب شدن
2318,جلب نظر می‌کردن
2319,جلب نظر می‌کندن
2320,جلب کردن
2321,جلب کندن
2322,جلد کردن
2323,جلسه داشتن
2324,جلسه کردن
2325,جلو آمدن
2326,جلو آوردن
2327,جلو افتادن
2328,جلو انداختن
2329,جلو بردن
2330,جلو رفتن
2331,جلو رودن
2332,جلوه دادن
2333,جلوه کردن
2334,جلوه کندن
2335,جلوه‌گر ساختن
2336,جلوه‌گر شدن
2337,جلوگیری شدن
2338,جلوگیری نمودن
2339,جلوگیری کردن
2340,جلوگیری کندن
2341,جمع آمدن
2342,جمع بستن
2343,جمع داشتن
2344,جمع زدن
2345,جمع شدن
2346,جمع نمودن
2347,جمع کردن
2348,جمع کن
2349,جمع کندن
2350,جمعیت کردن
2351,جمع‌بندی کردن
2352,جمع‌بندی کندن
2353,جنب وجوش داشتن
2354,جنبه داشتن
2355,جنگ نکردن
2356,جنگ کردن
2357,جنگ کندن
2358,جهاد کردن
2359,جهانی کردن
2360,جهانی کن
2361,جهانی کندن
2362,جهت دادن
2363,جهد کردن
2364,جهد کن
2365,جهش کردن
2366,جواب دادن
2367,جواب ندن
2368,جواب گفتن
2369,جواز گرفتن
2370,جوان بودن
2371,جوان کردن
2372,جوان کندن
2373,جوانمرد بودن
2374,جوانه زدن
2375,جوانی کردن
2376,جور بودن
2377,جور کردن
2378,جوسازی کردن
2379,جوش آمدن
2380,جوش خوردن
2381,جوش دادن
2382,جوش زدن
2383,جوش می‌آیندن
2384,جولان دادن
2385,جویا شدن
2386,جویا شستن
2387,جیب زدن
2388,جیره‌بندی کردن
2389,جیغ زدن
2390,جیغ کشیدن
2391,حاد شدن
2392,حادث شدن
2393,حاشیه رفتن
2394,حاصل آمدن
2395,حاصل شدن
2396,حاصل کردن
2397,حاصل کندن
2398,حاصل گردیدن
2399,حاصل گشتن
2400,حاضر باشدن
2401,حاضر بودن
2402,حاضر شدن
2403,حاضر نبودن
2404,حاضر کردن
2405,حاضر‌نشده‌اندن
2406,حاضر‌نشده‌بودن
2407,حال دادن
2408,حالی کردن
2409,حامله بودن
2410,حامله شدن
2411,حامله‌شده‌اندن
2412,حاکم باشدن
2413,حاکم بودن
2414,حاکم شدن
2415,حبس رفتن
2416,حبس شدن
2417,حبس کردن
2418,حتم داشتن
2419,حتمی شدن
2420,حتمی کردن
2421,حتمیت یافتن
2422,حجت آوردن
2423,حدس بزندن
2424,حدس زدن
2425,حذر داشتن
2426,حذر کن
2427,حذف شدن
2428,حذف کردن
2429,حذف کندن
2430,حراج کردن
2431,حرارت دادن
2432,حرارت داشتن
2433,حراست کردن
2434,حرام دانستن
2435,حرام شدن
2436,حرام کردن
2437,حرص خوردن
2438,حرف بزندن
2439,حرف داشتن
2440,حرف زدن
2441,حرف نزندن
2442,حرمت داشتن
2443,حرمت نهادن
2444,حرمت کردن
2445,حرکت بکندن
2446,حرکت دادن
2447,حرکت داشتن
2448,حرکت نکندن
2449,حرکت کردن
2450,حرکت کندن
2451,حس داشتن
2452,حس شدن
2453,حس کردن
2454,حس کندن
2455,حساب بردن
2456,حساب داشتن
2457,حساب شدن
2458,حساب کردن
2459,حسادت ورزیدن
2460,حسادت کردن
2461,حساس باشدن
2462,حساس بودن
2463,حساس شدن
2464,حساس نبودن
2465,حساس کردن
2466,حساسیت داشتن
2467,حسد بردن
2468,حسرت خوردن
2469,حسن داشتن
2470,حصار کشیدن
2471,حضور داشتن
2472,حضور نداشتن
2473,حضور پیدا می‌کردندن
2474,حضور پیدا می‌کندن
2475,حضور پیدا می‌کنندن
2476,حضور پیدا کردن
2477,حضور پیدا کن
2478,حضور پیدا کندن
2479,حضور پیدا کنیدن
2480,حضور یافتن
2481,حظ کردن
2482,حفاظت کردن
2483,حفر کردن
2484,حفر کندن
2485,حفظ بکندن
2486,حفظ شدن
2487,حفظ کردن
2488,حفظ کن
2489,حفظ کندن
2490,حق دارم بگویمن
2491,حق داشتن
2492,حق ندارد بگویدن
2493,حق گفتن
2494,حقه زدن
2495,حقوق گرفتن
2496,حقیقت داشتن
2497,حقیقت گفتن
2498,حل بکندن
2499,حل شدن
2500,حل نشدن
2501,حل کردن
2502,حل کن
2503,حل کندن
2504,حلال باشدن
2505,حلال بودن
2506,حلال کردن
2507,حلقه زدن
2508,حل‌نشده‌بودن
2509,حمام رفتن
2510,حمایت شدن
2511,حمایت نکندن
2512,حمایت کردن
2513,حمایت کن
2514,حمایت کندن
2515,حمد کن
2516,حمل بکندن
2517,حمل کردن
2518,حمل کندن
2519,حمله آوردن
2520,حمله بردن
2521,حمله ور شدن
2522,حمله ور شدندن
2523,حمله ور شوندن
2524,حمله ور می‌شودن
2525,حمله کردن
2526,حمله کندن
2527,حنا بستن
2528,حواله دادن
2529,حواله کردن
2530,حوصله داشتن
2531,حوصله کردن
2532,حوصله کندن
2533,حک کردن
2534,حک کندن
2535,حکایت داشتن
2536,حکایت کردن
2537,حکم براندن
2538,حکم برن
2539,حکم دادن
2540,حکم راندن
2541,حکم شدن
2542,حکم صادر نکنیدن
2543,حکم صادر کندن
2544,حکم صادر کنندن
2545,حکم کردن
2546,حکم کندن
2547,حکمرانی کردن
2548,حکمفرما باشدن
2549,حکمفرما بودن
2550,حکمفرما شدن
2551,حکمیت کردن
2552,حکومت کردن
2553,حکومت کندن
2554,حیات داشتن
2555,حیات یافتن
2556,حیاتی بودن
2557,حیرت کردن
2558,خاتمه بخشدن
2559,خاتمه بخشیدن
2560,خاتمه دادن
2561,خاتمه پذیرفتن
2562,خاتمه پیدا نکندن
2563,خاتمه یافتن
2564,خارج ساختن
2565,خارج شدن
2566,خارج کردن
2567,خارج کندن
2568,خارج‌نشده‌اندن
2569,خاصیت داشتن
2570,خاضع باشدن
2571,خاطرجمع بودن
2572,خاطرجمع شدن
2573,خاطرنشان ساختن
2574,خاطرنشان کردن
2575,خال کوبیدن
2576,خالص کردن
2577,خالی شدن
2578,خالی نکردن
2579,خالی کردن
2580,خالی کن
2581,خالی کندن
2582,خام بودن
2583,خام کردن
2584,خاموش شدن
2585,خاموش ماندن
2586,خاموش نکردن
2587,خاموش کردن
2588,خاموش کندن
2589,خانه نشین شدن
2590,خانه نشین شودن
2591,خانه کردن
2592,خانه گرفتن
2593,خاک شدن
2594,خاک شستن
2595,خاک کن
2596,خاکستر کردن
2597,خبر آوردن
2598,خبر برن
2599,خبر دادن
2600,خبر داشتن
2601,خبر شدن
2602,خبر کردن
2603,خبردار شدن
2604,خبردار کردن
2605,خبردار‌شده‌اندن
2606,خبره بودن
2607,خبری شدن
2608,ختم شدن
2609,ختم کردن
2610,ختم گشتن
2611,ختنه کردن
2612,خجالت زده کردن
2613,خجالت کشیدن
2614,خداحافظی کردن
2615,خدایی کردن
2616,خدشه وارد می‌کندن
2617,خدشه وارد نمی‌شودن
2618,خدشه وارد کردن
2619,خدشه‌دار شدن
2620,خدشه‌دار کردن
2621,خدمت کردن
2622,خدمت کندن
2623,خراب شدن
2624,خراب کردن
2625,خراب کندن
2626,خراش دادن
2627,خرج شدن
2628,خرج کردن
2629,خرج کندن
2630,خرخر کردن
2631,خرد شدن
2632,خرد کردن
2633,خرد کندن
2634,خرده گرفتن
2635,خرسند شدن
2636,خرسند کردن
2637,خرم بودن
2638,خروج نکندن
2639,خروپف کردن
2640,خرید کردن
2641,خریدار داشتن
2642,خریداری کردن
2643,خریداری کندن
2644,خسارت دیدن
2645,خسارت زدن
2646,خسته شدن
2647,خسته نشدن
2648,خسته کردن
2649,خش خش می‌کردن
2650,خشم آمدن
2651,خشم گرفتن
2652,خشمگین شدن
2653,خشمگین کردن
2654,خشنود بودن
2655,خشنود ساختن
2656,خشنود شدن
2657,خشنود کردن
2658,خشنودی داشتن
2659,خشنودی کردن
2660,خشونت کردن
2661,خشک شدن
2662,خشک کردن
2663,خشک کندن
2664,خط زدن
2665,خط کشیدن
2666,خطا بودن
2667,خطا رفتن
2668,خطا رودن
2669,خطا کردن
2670,خطا کندن
2671,خطاب شدن
2672,خطاب کردن
2673,خطبه خواندن
2674,خطر داشتن
2675,خطر کردن
2676,خطرساز بودن
2677,خطرناک باشدن
2678,خطرناک بودن
2679,خطور کردن
2680,خفه شدن
2681,خفه کردن
2682,خلاص شدن
2683,خلاص کردن
2684,خلاص کندن
2685,خلاصه کردن
2686,خلاصی بخشیدن
2687,خلاصی دادن
2688,خلاصی یافتن
2689,خلاف کردن
2690,خلاقیت داشتن
2691,خلع شدن
2692,خلع کردن
2693,خلف وعده کردن
2694,خلق شدن
2695,خلق کردن
2696,خلل نرساندن
2697,خلوت کردن
2698,خلوت کندن
2699,خم شدن
2700,خم نکردن
2701,خم کردن
2702,خم کندن
2703,خم گشتن
2704,خمیازه کشیدن
2705,خمیده بودن
2706,خنثی شدن
2707,خنثی کردن
2708,خنثی کندن
2709,خنجر زدن
2710,خنک ساختن
2711,خنک شدن
2712,خنک کردن
2713,خو کردن
2714,خو گرفتن
2715,خواب بیندن
2716,خواب دیدن
2717,خواب رفتن
2718,خواب رودن
2719,خواب نما بشوندن
2720,خوار شمردن
2721,خوار کردن
2722,خواستار شدن
2723,خواستگاری کردن
2724,خواستگاری کندن
2725,خوانا باشدن
2726,خوانده شدن
2727,خوانده‌شده‌اندن
2728,خوانده‌شده‌بودن
2729,خواهش کردن
2730,خوب باشدن
2731,خوب بودن
2732,خوب تر نمی‌شودن
2733,خوب شدن
2734,خوب نبودن
2735,خوب کردن
2736,خوب کندن
2737,خوبی کردن
2738,خودبینی بکندن
2739,خودبینی کندن
2740,خودداری کردن
2741,خودداری کندن
2742,خودسری کردن
2743,خودفروشی کردن
2744,خودنمایی کردن
2745,خودکشی کردن
2746,خورده شدن
2747,خوش آمدن
2748,خوش برخورد بودن
2749,خوش بودن
2750,خوش داشتن
2751,خوش رفتاری می‌کردندن
2752,خوش سخن بودن
2753,خوش کردن
2754,خوش گذراندن
2755,خوش گشتن
2756,خوشبو کردن
2757,خوشحال بودن
2758,خوشحال شدن
2759,خوشحال کردن
2760,خوشحالی کردن
2761,خوشحال‌شده‌اندن
2762,خوشه چینی کردن
2763,خوشی داشتن
2764,خوف داشتن
2765,خون آمدن
2766,خون افتادن
2767,خون خوردن
2768,خون دل خوردن
2769,خون کردن
2770,خون گرفتن
2771,خون گریستن
2772,خویشتن‌دار بودن
2773,خیال داشتن
2774,خیال کردن
2775,خیال کندن
2776,خیانت کردن
2777,خیر کردن
2778,خیره شدن
2779,خیره ماندن
2780,خیره کردن
2781,خیره گشتن
2782,خیس شدن
2783,خیس کردن
2784,خیمه زدن
2785,داخل آمدن
2786,داخل رودن
2787,داخل شدن
2788,داخل کردن
2789,داد زدن
2790,داد کشیدن
2791,دادخواهی کردن
2792,دارا باشدن
2793,دارا بودن
2794,دارا نبودن
2795,دارد استفاده کنندن
2796,دارد اعتراض دارندن
2797,دارد اعلام کردن
2798,دارد خوشحال نشدن
2799,دارم خوردن
2800,دارند انتخاب کنیدن
2801,دارند بسیج کنندن
2802,دارند توصیه کردندن
2803,دارند خودداری کردن
2804,دارند مراجعه کنندن
2805,دارند مصرف شودن
2806,دارند یاد کردن
2807,داستان گفتن
2808,داشت تمایل داشتندن
2809,داشت دست نیافتن
2810,داشت شهرت یافتن
2811,داشت مجبور شدن
2812,داشتند استفاده کنندن
2813,داشتند انتخاب شدندن
2814,داشتند واگذار گردیدن
2815,داغ شدن
2816,داغ کردن
2817,داغان شدن
2818,دام نهادن
2819,دامن زدن
2820,دامن زندن
2821,دانسته شدن
2822,داوری کردن
2823,داوری کندن
2824,داوطلب شدن
2825,دایر بودن
2826,دایر شدن
2827,دایر نمودن
2828,دایر کردن
2829,دایر کندن
2830,دایره زدن
2831,دخالت بکندن
2832,دخالت دادن
2833,دخالت داشتن
2834,دخالت نداشتن
2835,دخالت نکندن
2836,دخالت کردن
2837,دخالت کندن
2838,در امان بماندن
2839,در امان بمانندن
2840,در امان ماندن
2841,در امان نماندن
2842,در زدن
2843,در کوفتن
2844,درآمد داشتن
2845,دراز شدن
2846,دراز کردن
2847,دراز کشیدن
2848,درج کردن
2849,درجا زدن
2850,درجه یک بودن
2851,درخشان باشدن
2852,درخشان بودن
2853,درخشان شدن
2854,درخشان کردن
2855,درخواست نکردن
2856,درخواست کردن
2857,درخواست کندن
2858,درد آمدن
2859,درد آوردن
2860,درد خوردن
2861,درد داشتن
2862,درد نکندن
2863,درد کردن
2864,درد کشیدن
2865,درد گرفتن
2866,دردسر داشتن
2867,دردناک باشدن
2868,دردناک بودن
2869,درز گرفتن
2870,درس بخواندن
2871,درس خواندن
2872,درس دادن
2873,درس گرفتن
2874,درست باشدن
2875,درست بودن
2876,درست شدن
2877,درست نبودن
2878,درست کردن
2879,درست کندن
2880,درشت گفتن
2881,درصدد بودن
2882,درمان شدن
2883,درمان کردن
2884,درمان کندن
2885,درمان‌شده‌امن
2886,درمان‌شده‌اندن
2887,درنگ کردن
2888,درنگ کن
2889,درو کردن
2890,درود فرستادن
2891,دروغ گفتن
2892,درک شدن
2893,درک نمودن
2894,درک نکردن
2895,درک کردن
2896,درک کندن
2897,درگیر بودن
2898,درگیر ساختن
2899,درگیر شدن
2900,درگیر نشدن
2901,درگیر کردن
2902,درگیر کندن
2903,دریافت داشتن
2904,دریافت شدن
2905,دریافت نکردن
2906,دریافت نکندن
2907,دریافت کردن
2908,دریافت کندن
2909,دریبل کردن
2910,دریده شدن
2911,دریغ داشتن
2912,دریغ نکندن
2913,دریغ ورزیدن
2914,دریغ کردن
2915,دزدی کردن
2916,دزدیده شدن
2917,دست آوردن
2918,دست بردن
2919,دست برن
2920,دست بزندن
2921,دست به کار می‌شدندن
2922,دست دادن
2923,دست داشتن
2924,دست دن
2925,دست روی دست نگذارندن
2926,دست زدن
2927,دست زن
2928,دست زندن
2929,دست شستن
2930,دست مالیدن
2931,دست ندادن
2932,دست نزدن
2933,دست نیافتن
2934,دست وپا بزندن
2935,دست وپا کردن
2936,دست وپا کنمن
2937,دست وپا کنندن
2938,دست وپا کنیدن
2939,دست پیدا بکنندن
2940,دست پیدا کردن
2941,دست پیدا کندن
2942,دست پیدا کنمن
2943,دست پیدا کنندن
2944,دست پیدا کنیمن
2945,دست کردن
2946,دست کشیدن
2947,دست کم بگیرندن
2948,دست کم بگیریمن
2949,دست کم می‌گیریمن
2950,دست کم نمی‌گیردن
2951,دست کم گرفتن
2952,دست گرفتن
2953,دست گیرن
2954,دست یافتن
2955,دستبرد زدن
2956,دسترس داشتن
2957,دسترسی داشتن
2958,دسترسی نداشتن
