,word
2123,به تصویب رسانیدن
2124,به تصویب رسیدن
2125,به تعجب آمدن
2126,به تفاهم رسیدن
2127,به تمسخر گرفتن
2128,به تن دارین
2129,به تن داشتن
2130,به توافق رسیدن
2131,به توپ بستن
2132,به تکاپو افتادن
2133,به ثبت برساندن
2134,به ثبت رساندن
2135,به ثبت رسانیدن
2136,به ثبت رسیدن
2137,به ثروت رسیدن
2138,به ثمر برساندن
2139,به ثمر رساندن
2140,به ثمر نشستن
2141,به جان آمدن
2142,به جان خریدن
2143,به جان هم افتادن
2144,به جای آوردن
2145,به جایی بردن
2146,به جایی نبردن
2147,به جایی نخواهد بردن
2148,به جریان افتادن
2149,به جریان انداختن
2150,به جلو راندن
2151,به جهان باقی شتافتن
2152,به حافظه سپردن
2153,به حرف آمدن
2154,به حرکت آوردن
2155,به حساب آمدن
2156,به حساب آوردن
2157,به حساب رفتن
2158,به حضور طلبیدن
2159,به حقیقت پیوستن
2160,به خاطر آوردن
2161,به خاطر خواهد آوردن
2162,به خاطر خواهید آوردن
2163,به خاطر خواهید داشتن
2164,به خاطر دارین
2165,به خاطر داشتن
2166,به خاطر سپردن
2167,به خاطر نداشتن
2168,به خاک افتادن
2169,به خاک افکندن
2170,به خاک انداختن
2171,به خاک سپردن
2172,به خدمت گرفتن
2173,به خرج دادن
2174,به خروش آمدن
2175,به خطر افتادن
2176,به خطر انداختن
2177,به خطر خواهد انداختن
2178,به خود آمدن
2179,به خود بالیدن
2180,به خود پیچیدن
2181,به خود کشیدن
2182,به خون غلتیدن
2183,به دام افتادن
2184,به دام انداختن
2185,به در آمدن
2186,به در آوردن
2187,به در بردن
2188,به در نکندن
2189,به در کردن
2190,به درازا کشیدن
2191,به درک فرستادن
2192,به دست آمدن
2193,به دست خواهد آمدن
2194,به دست خواهند آمدن
2195,به دست فراموشی سپردن
2196,به دست نخواهد آمدن
2197,به دل نشستن
2198,به دل چسبیدن
2199,به دل گرفتن
2200,به دنبال آوردن
2201,به دنبال خواهد داشتن
2202,به دنبال خواهند داشتن
2203,به دنبال داشتن
2204,به دنبال نخواهد داشتن
2205,به دنیا آمدن
2206,به دنیا آوردن
2207,به دنیا خواهد آمدن
2208,به دور داشتن
2209,به دوش کشیدن
2210,به ذهن رسیدن
2211,به راه آمدن
2212,به راه آوردن
2213,به راه بودن
2214,به راه راست آوردن
2215,به رحمت خدا رفتن
2216,به رسمیت شناختن
2217,به رسمیت نشناختن
2218,به رقابت خواهد پرداختن
2219,به رقابت خواهند پرداختن
2220,به رقابت پرداختن
2221,به روز باشدن
2222,به روز باشیدن
2223,به روز بودن
2224,به روز کردن
2225,به روز کندن
2226,به رکوع رودن
2227,به ریشخند گرفتن
2228,به زبان آمدن
2229,به زبان آوردن
2230,به زحمت انداختن
2231,به زمین افتادن
2232,به زمین نشستن
2233,به زنجیر کشیدن
2234,به زندان افتادن
2235,به زندان انداختن
2236,به سامان آوردن
2237,به سامان برساندن
2238,به سامان رسیدن
2239,به سامان شدن
2240,به سجده افتادن
2241,به سجده رفتن
2242,به سخره گرفتن
2243,به سخن آمدن
2244,به سر بردن
2245,به سرانجام برساندن
2246,به سرانجام رساندن
2247,به سرانجام رسیدن
2248,به سرقت بردن
2249,به سرقت رفتن
2250,به سلطنت رسیدن
2251,به سوگ نشستن
2252,به سوگ نشیندن
2253,به سیم آخر زدن
2254,به شادمانی پرداختن
2255,به شبهه افکندن
2256,به شدن
2257,به شمار آمدن
2258,به شمار آوردن
2259,به شمار خواهد آمدن
2260,به شمار رفتن
2261,به شمار رودن
2262,به شهادت برساندن
2263,به شهادت رساندن
2264,به شهادت رسانیدن
2265,به شهادت رسیدن
2266,به شهرت رسیدن
2267,به شوخی گرفتن
2268,به شوق آمدن
2269,به شومن
2270,به صبح رساندن
2271,به صدا آمدن
2272,به صف ایستادن
2273,به صفر خواهد رسیدن
2274,به صفر رسیدن
2275,به صلیب کشیدن
2276,به طول انجامیدن
2277,به طول خواهد انجامیدن
2278,به عهده خواهد داشتن
2279,به عهده خواهد گرفتن
2280,به عهده داشتن
2281,به عهده گرفتن
2282,به غارت بردن
2283,به غارت رفتن
2284,به فراموشی سپاردن
2285,به فراموشی سپردن
2286,به فروش برساندن
2287,به فروش رساندن
2288,به فروش رسیدن
2289,به فکر افتادن
2290,به فکر باشیدن
2291,به فکر باشیمن
2292,به قتل برساندن
2293,به قتل رساندن
2294,به قتل رسانیدن
2295,به قتل رسیدن
2296,به قدرت رسیدن
2297,به لرزه افتادن
2298,به لرزه انداختن
2299,به مجازات برساندن
2300,به مجازات خواهد رسیدن
2301,به مجازات رساندن
2302,به محاق رفتن
2303,به محاکمه کشیدن
2304,به مخاطره افتادن
2305,به مخاطره افکندن
2306,به مخاطره انداختن
2307,به مسخره گرفتن
2308,به مشام رسیدن
2309,به مصرف برساندن
2310,به مصرف رساندن
2311,به مصرف رسیدن
2312,به میان آمدن
2313,به میان آوردن
2314,به میان کشیدن
2315,به میراث گذاشتن
2316,به نتیجه رسیدن
2317,به نتیجه نخواهد رسیدن
2318,به نتیجه نرسیدن
2319,به نظر آمدن
2320,به نظر رسیدن
2321,به نماز ایستادن
2322,به نمایش خواهد گذاشتن
2323,به نمایش خواهند گذاشتن
2324,به نمایش گذاردن
2325,به نمایش گذاشتن
2326,به هدف رسیدن
2327,به هراس افتادن
2328,به هلاکت افکندن
2329,به هلاکت رساندن
2330,به هلاکت رسیدن
2331,به هم آمدن
2332,به هم آمیختن
2333,به هم بستن
2334,به هم خوردن
2335,به هم رساندن
2336,به هم رسانیدن
2337,به هم رسیدن
2338,به هم ریختن
2339,به هم فشردن
2340,به هم نخوردن
2341,به هم پیوستن
2342,به هم پیوندن
2343,به هیجان آمدن
2344,به هیجان آوردن
2345,به واقعیت پیوستن
2346,به وجد آمدن
2347,به وجد آوردن
2348,به وجود آمدن
2349,به وجود آوردن
2350,به وجود خواهد آمدن
2351,به وجود خواهد آوردن
2352,به وجود خواهند آمدن
2353,به وجود نخواهد آمدن
2354,به وجود نخواهد آوردن
2355,به وحشت افتادن
2356,به وحشت انداختن
2357,به وقوع خواهد پیوستن
2358,به وقوع پیوستن
2359,به پا خاستن
2360,به پا خیزن
2361,به پا داشتن
2362,به پای دارن
2363,به پای داشتن
2364,به پایان آمدن
2365,به پایان بردن
2366,به پایان برساندن
2367,به پایان خواهد رسیدن
2368,به پایان خواهند رسیدن
2369,به پایان رساندن
2370,به پایان رسانیدن
2371,به پایان رسیدن
2372,به پایان نخواهد رسیدن
2373,به پیروزی رسیدن
2374,به چالش بکشاندن
2375,به چالش طلبیدن
2376,به چالش کشاندن
2377,به چاپ برساندن
2378,به چاپ خواهد رسیدن
2379,به چاپ رساندن
2380,به چاپ رسیدن
2381,به چشم آمدن
2382,به چشم خواهند دیدن
2383,به چشم دیدن
2384,به چنگ آوردن
2385,به کار آمدن
2386,به کار افتادن
2387,به کار خواهد گرفتن
2388,به کار رفتن
2389,به کار رودن
2390,به کار روندن
2391,به کار پرداختن
2392,به کار گرفتن
2393,به کرسی بنشاندن
2394,به کرسی نشاندن
2395,به کرسی نشانیدن
2396,به کشتن دادن
2397,به کما رفتن
2398,به کمال رساندن
2399,به کمال رسیدن
2400,به کمک آمدن
2401,به گریه افتادن
2402,به گل نشستن
2403,به گلوله بستن
2404,به گند کشیدن
2405,به گوش رسیدن
2406,به یاد سپردن
2407,به یاد ماندن
2408,به یغما بردن
2409,به یغما رفتن
2410,بها دادن
2411,بها دارن
2412,بها داشتن
2413,بهانه آوردن
2414,بهانه تراشیدن
2415,بهانه کردن
2416,بهانه گرفتن
2417,بهانه گیرن
2418,بهبود بخشدن
2419,بهبود بخشندن
2420,بهبود بخشیدن
2421,بهبود بخشین
2422,بهبود خواهد یافتن
2423,بهبود دادن
2424,بهبود یافتن
2425,بهبودی یافتن
2426,بهت زدن
2427,بهتر خواهد شدن
2428,بهتر شدن
2429,بهتر شومن
2430,بهتر کردن
2431,بهتر کندن
2432,بهره بدهین
2433,بهره برداری کردن
2434,بهره برداری کندن
2435,بهره بردن
2436,بهره برن
2437,بهره برندن
2438,بهره برین
2439,بهره خواهند بردن
2440,بهره خواهید بردن
2441,بهره دادن
2442,بهره داشتن
2443,بهره مند خواهند شدن
2444,بهره مند ساختن
2445,بهره مند شدن
2446,بهره مند شومن
2447,بهره مند کردن
2448,بهره کشیدن
2449,بهره گرفتن
2450,بهینه ساختن
2451,بهینه کردن
2452,بهینه کندن
2453,به‌بند کشیدن
2454,به‌دار آویختن
2455,بو برن
2456,بو دادن
2457,بو کردن
2458,بو کشیدن
2459,بو کن
2460,بو کندن
2461,بو کنین
2462,بو گرفتن
2463,بوس بدن
2464,بوس کردن
2465,بوس کنین
2466,بوسه دادن
2467,بوسه دن
2468,بوسه زدن
2469,بوسه زن
2470,بوسه کردن
2471,بوق زدن
2472,بول کردن
2473,بول کندن
2474,بومی ساختن
2475,بومی کردن
2476,بچه آوردن
2477,بچه شون
2478,بچه‌دار شدن
2479,بچه‌دار نشدن
2480,بچگی کردن
2481,بچگی کندن
2482,بک آپ گرفتن
2483,بیان خواهد شدن
2484,بیان خواهیم کردن
2485,بیان داشتن
2486,بیان شدن
2487,بیان فرمودن
2488,بیان نمان
2489,بیان نمایدن
2490,بیان نمودن
2491,بیان نکندن
2492,بیان کردن
2493,بیان کن
2494,بیان کندن
2495,بیان کنین
2496,بیتوته کردن
2497,بیداد کردن
2498,بیدار خواهد شدن
2499,بیدار شدن
2500,بیدار شدیدن
2501,بیدار شستن
2502,بیدار شومن
2503,بیدار شون
2504,بیدار ماندن
2505,بیدار کردن
2506,بیدار کردین
2507,بیدار کن
2508,بیدار کندن
2509,بیراه گفتن
2510,بیراهه خواهم رفتن
2511,بیراهه رفتن
2512,بیرون آمدن
2513,بیرون آوردن
2514,بیرون آین
2515,بیرون انداختن
2516,بیرون براندن
2517,بیرون بردن
2518,بیرون برن
2519,بیرون برون
2520,بیرون بریدن
2521,بیرون بریزن
2522,بیرون برین
2523,بیرون خواهد آمدن
2524,بیرون خواهد رفتن
2525,بیرون خواهد کردن
2526,بیرون خواهیم کردن
2527,بیرون دادن
2528,بیرون راندن
2529,بیرون رستن
2530,بیرون رفتن
2531,بیرون رودن
2532,بیرون رون
2533,بیرون روندن
2534,بیرون روین
2535,بیرون ریختن
2536,بیرون زدن
2537,بیرون شدن
2538,بیرون شون
2539,بیرون فرستادن
2540,بیرون نخواهد آمدن
2541,بیرون کردن
2542,بیرون کشن
2543,بیرون کشندن
2544,بیرون کشیدن
2545,بیرون کن
2546,بیرون کندن
2547,بیزار بودن
2548,بیزار خواهد بودن
2549,بیزار شدن
2550,بیزاری جستن
2551,بیزاری جویدن
2552,بیشتر بشودن
2553,بیشتر خواستن
2554,بیشتر شدن
2555,بیشتر کردن
2556,بیشتر کن
2557,بیشتر کندن
2558,بیعت خواهند کردن
2559,بیعت نکردن
2560,بیعت کردن
2561,بیعت کن
2562,بیعت کندن
2563,بیعت کنین
2564,بیعت گرفتن
2565,بیل زدن
2566,بیم دادن
2567,بیم داشتن
2568,بیم دن
2569,بیمار باشدن
2570,بیمار بودن
2571,بیمار شدن
2572,بیمار کردن
2573,بیماری داشتن
2574,بیمناک بودن
2575,بیمناک شدن
2576,بیمناک کردن
2577,بیمه شدن
2578,بیمه کردن
2579,بیمه کندن
2580,بینا باشدن
2581,بینایی داشتن
2582,بین‌المللی کردن
2583,بیهوده بودن
2584,بیهوده خواهد بودن
2585,بیهوده نبودن
2586,بیهودگی کنین
2587,بیهوش شدن
2588,بیچاره شدن
2589,بیچاره کردن
2590,بیکار باشمن
2591,بیکار باشیمن
2592,بیکار بودن
2593,بیکار شدن
2594,بیگانه باشدن
2595,بیگانه بودن
2596,بیگانه نبودن
2597,بی‌آبرو کردن
2598,بی‌اثر شدن
2599,بی‌احترامی کردن
2600,بی‌ادبی کردن
2601,بی‌ارزش خواهد شدن
2602,بی‌ارزش شدن
2603,بی‌اطلاع باشدن
2604,بی‌اطلاع بودن
2605,بی‌اعتبار شدن
2606,بی‌اعتبار کردن
2607,بی‌اعتنا باشدن
2608,بی‌اعتنا باشندن
2609,بی‌اعتنا باشیدن
2610,بی‌اعتنا بودن
2611,بی‌اعتنایی کردن
2612,بی‌اعتنایی کندن
2613,بی‌انصافی کردن
2614,بی‌انگیزه شدن
2615,بی‌باک بودن
2616,بی‌بهره باشدن
2617,بی‌بهره باشندن
2618,بی‌بهره بودن
2619,بی‌تاب بودن
2620,بی‌تاب شدن
2621,بی‌تابی کردن
2622,بی‌تفاوت باشدن
2623,بی‌تفاوت باشیدن
2624,بی‌تفاوت باشیمن
2625,بی‌تفاوت بودن
2626,بی‌تفاوت شدن
2627,بی‌توجه باشدن
2628,بی‌توجه بودن
2629,بی‌توجهی شدن
2630,بی‌توجهی کردن
2631,بی‌حال شدن
2632,بی‌حرمت ساختن
2633,بی‌حرکت باشدن
2634,بی‌حرکت بودن
2635,بی‌حوصله شدن
2636,بی‌خانمان کردن
2637,بی‌خبر باشدن
2638,بی‌خبر باشیدن
2639,بی‌خبر بودن
2640,بی‌خوابی کشیدن
2641,بی‌خود شدن
2642,بی‌خود کردن
2643,بی‌خیال بودن
2644,بی‌خیال شدن
2645,بی‌خیال شستن
2646,بی‌رحم بودن
2647,بی‌رمق شدن
2648,بی‌فایده بودن
2649,بی‌قرار شدن
2650,بی‌قرار کن
2651,بی‌نتیجه بماندن
2652,بی‌نتیجه بودن
2653,بی‌نتیجه خواهد بودن
2654,بی‌نتیجه ماندن
2655,بی‌نصیب بودن
2656,بی‌نصیب نبودن
2657,بی‌نیاز گرداندن
2658,بی‌پروا باشدن
2659,بی‌کس شدن
2660,تا بشودن
2661,تا خوردن
2662,تا زدن
2663,تا زن
2664,تا زندن
2665,تا شدن
2666,تا شدیدن
2667,تا شومن
2668,تا شون
2669,تا نزدن
2670,تا نکندن
2671,تا کردن
2672,تا کن
2673,تا کندن
2674,تاب آوردن
2675,تاب خوردن
2676,تاب دادن
2677,تاب داشتن
2678,تاب دیدن
2679,تابان بودن
2680,تابان شدن
2681,تابش داشتن
2682,تابلو کردن
2683,تابیده شدن
2684,تاثیر خواهد گذاشتن
2685,تاثیر خواهند گذاشتن
2686,تاثیر داشتن
2687,تاثیر پذیرفتن
2688,تاثیر گذاردن
2689,تاثیر گذارن
2690,تاثیر گذاشتن
2691,تاثیرگذار باشدن
2692,تاثیرگذار باشندن
2693,تاثیرگذار بودن
2694,تاثیرگذار خواهد بودن
2695,تاج گذاشتن
2696,تاخیر افتادن
2697,تاخیر انداختن
2698,تاخیر خواهد افتادن
2699,تاخیر کردن
2700,تار شدن
2701,تار کندن
2702,تاراج شدن
2703,تاراج کردین
2704,تاریک شدن
2705,تاریک کردن
2706,تازه باشدن
2707,تازه بودن
2708,تازه شدن
2709,تازه کردن
2710,تازه کن
2711,تازه کندن
2712,تازگی داشتن
2713,تازیانه زدن
2714,تاسف خوردن
2715,تاسی کردن
2716,تاسیس شدن
2717,تاسیس نهادن
2718,تاسیس کردن
2719,تاسیس کندن
2720,تالیف شدن
2721,تالیف نمودن
2722,تالیف کردن
2723,تالیف یافتن
2724,تامل کردن
2725,تامل کن
2726,تامل کندن
2727,تامین خواهد شدن
2728,تامین شدن
2729,تامین کردن
2730,تامین کندن
2731,تاول زدن
2732,تاویل کردن
2733,تاکید داشتن
2734,تاکید نمودن
2735,تاکید ورزیدن
2736,تاکید کردن
2737,تاکید کندن
2738,تایپ کردن
2739,تایپ کندن
2740,تایید خواستن
2741,تایید شدن
2742,تایید کردن
2743,تایید کندن
2744,تب دارن
2745,تب دارین
2746,تب داشتن
2747,تب کردن
2748,تبانی کردن
2749,تباه ساختن
2750,تباه شدن
2751,تباه کردن
2752,تباه کردین
2753,تباه گشتن
2754,تبحر داشتن
2755,تبحر یافتن
2756,تبخیر شدن
2757,تبدیل بشودن
2758,تبدیل خواهد شدن
2759,تبدیل خواهد کردن
2760,تبدیل خواهند شدن
2761,تبدیل ساختن
2762,تبدیل شدن
2763,تبدیل شومن
2764,تبدیل شون
2765,تبدیل کردن
2766,تبدیل کن
2767,تبدیل کندن
2768,تبدیل کنین
2769,تبدیل یافتن
2770,تبرئه شدن
2771,تبرئه کردن
2772,تبرئه کندن
2773,تبری جستن
2774,تبریک گفتن
2775,تبریک گون
2776,تبسم کردن
2777,تبسم کندن
2778,تبعیت کردن
2779,تبعیت کندن
2780,تبعید کردن
2781,تبلور یافتن
2782,تبلیغ کردن
2783,تبلیغ کندن
2784,تبلیغات کردن
2785,تبیین کردن
2786,تبیین کندن
2787,تثبیت خواهند شدن
2788,تثبیت شدن
2789,تثبیت کردن
2790,تثبیت کندن
2791,تجارت کردن
2792,تجاوز نکندن
2793,تجاوز کردن
2794,تجاوز کندن
2795,تجدید شدن
2796,تجدید فراش کردن
2797,تجدید کردن
2798,تجدید کندن
2799,تجربه خواهد کردن
2800,تجربه خواهند کردن
2801,تجربه خواهید کردن
2802,تجربه داشتن
2803,تجربه کردن
2804,تجربه کردین
2805,تجربه کن
2806,تجربه کندن
2807,تجربه کنین
2808,تجرید کردن
2809,تجزیه شدن
2810,تجزیه کردن
2811,تجسم کردن
2812,تجسم کن
2813,تجسم کندن
2814,تجسم یافتن
2815,تجلی بخشن
2816,تجلی کردن
2817,تجلی یافتن
2818,تجلیل کردن
2819,تجمع کردن
2820,تجهیز شدن
2821,تجهیز کردن
2822,تجویز کردن
2823,تجویز کندن
2824,تحرک داشتن
2825,تحریر شدن
2826,تحریر کردن
2827,تحریر یافتن
2828,تحریف نخواهد کردن
2829,تحریف کردن
2830,تحریف کندن
2831,تحریم کردن
2832,تحریم کندن
2833,تحریک کردن
2834,تحریک کندن
2835,تحسین شدن
2836,تحسین کردن
2837,تحصن کردن
2838,تحصیل شدن
2839,تحصیل کردن
2840,تحصیل کندن
2841,تحقق بخشدن
2842,تحقق بخشندن
2843,تحقق بخشیدن
2844,تحقق خواهد بخشیدن
2845,تحقق خواهد یافتن
2846,تحقق نخواهد یافتن
2847,تحقق نیافتن
2848,تحقق پذیرفتن
2849,تحقق یافتن
2850,تحقیر شدن
2851,تحقیر کردن
2852,تحقیر کردین
2853,تحقیق کردن
2854,تحقیق کن
2855,تحقیق کندن
2856,تحلیل بردن
2857,تحلیل دادن
2858,تحلیل رفتن
2859,تحلیل روندن
2860,تحلیل کردن
2861,تحلیل کندن
2862,تحلیل یافتن
2863,تحمل بکندن
2864,تحمل خواهد کردن
2865,تحمل داشتن
2866,تحمل نخواهد کردن
2867,تحمل نخواهند کردن
2868,تحمل نمایدن
2869,تحمل نمودن
2870,تحمل نکردن
2871,تحمل کردن
2872,تحمل کردین
2873,تحمل کن
2874,تحمل کندن
2875,تحمل کنین
2876,تحمیل خواهند کردن
2877,تحمیل کردن
2878,تحمیل کندن
2879,تحول یافتن
2880,تحویل بدن
2881,تحویل خواهد دادن
2882,تحویل خواهم دادن
2883,تحویل دادن
2884,تحویل گرفتن
2885,تحکیم بخشدن
2886,تحکیم بخشندن
2887,تحکیم بخشیدن
2888,تحکیم شدن
2889,تحکیم یافتن
2890,تخریب کردن
2891,تخریب کندن
2892,تخصص داشتن
2893,تخصیص دادن
2894,تخصیص نیافتن
2895,تخصیص یافتن
2896,تخطئه کردن
2897,تخطی کردن
2898,تخطی کندن
2899,تخفیف دادن
2900,تخفیف یافتن
2901,تخلص کردن
2902,تخلف کردن
2903,تخلف کندن
2904,تخلیه شدن
2905,تخلیه کردن
2906,تخلیه کندن
2907,تخم گذاشتن
2908,تخمک گذاشتن
2909,تخمیر شدن
2910,تخمین بزندن
2911,تخمین زدن
2912,تخم‌ریزی کردن
2913,تخم‌گذارن
2914,تداخل کندن
2915,تدارک ببیندن
2916,تدارک دیدن
2917,تدارک کن
2918,تداعی خواهد شدن
2919,تداعی شدن
2920,تداعی کردن
2921,تداعی کندن
2922,تداوم بخشدن
2923,تداوم بخشن
2924,تداوم بخشندن
2925,تداوم بخشیدن
2926,تداوم داشتن
2927,تداوم یافتن
2928,تداوی شدن
2929,تدبیر داشتن
2930,تدبیر نمودن
2931,تدبیر کردن
2932,تدبیر کندن
2933,تدریس کردن
2934,تدریس کندن
2935,تدوین خواهد شدن
2936,تدوین شدن
2937,تدوین کردن
2938,تدوین کندن
2939,تدوین یافتن
2940,تذکر خواهند دادن
2941,تذکر دادن
2942,تذکر دهمن
2943,تر بشودن
2944,تر خواهد شدن
2945,تر خواهد کردن
2946,تر خواهند شدن
2947,تر شدن
2948,تر شستن
2949,تر شومن
2950,تر کردن
2951,تر کن
2952,تر کندن
2953,تر کنین
2954,تر گردیدن
2955,تر گشتن
2956,تراز کردن
2957,تراش خوردن
2958,تراش دادن
2959,تراشیده شدن
2960,ترانه سران
2961,ترانه سرودن
2962,تراوش کردن
2963,تربیت دادن
2964,تربیت شدن
2965,تربیت نشدن
2966,تربیت کردن
2967,تربیت کندن
2968,تربیت یافتن
2969,ترتیب دادن
2970,ترتیب دن
2971,ترتیب یافتن
2972,ترجمه شدن
2973,ترجمه نمودن
2974,ترجمه کردن
2975,ترجمه کندن
2976,ترجیح خواهند دادن
2977,ترجیح دادن
2978,ترجیح داشتن
2979,ترجیح دهمن
2980,ترحم فرمودن
2981,ترحم کردن
2982,ترحم کن
2983,ترخیص کندن
2984,تردد کردن
2985,تردید دارین
2986,تردید داشتن
2987,تردید کردن
2988,تردید کن
2989,تردید کندن
2990,ترس داشتن
2991,ترسناک بودن
2992,ترسو بودن
2993,ترسیم خواهد شدن
2994,ترسیم شدن
2995,ترسیم نمایدن
2996,ترسیم نمودن
2997,ترسیم کردن
2998,ترسیم کن
2999,ترسیم کندن
3000,ترش کردن
3001,ترشح کردن
3002,ترشح کندن
3003,ترشی انداختن
3004,ترغیب شدن
3005,ترغیب نمایدن
3006,ترغیب نمودن
3007,ترغیب کردن
3008,ترغیب کندن
3009,ترقی کندن
3010,ترمز زدن
3011,ترمز کردن
3012,ترمز گرفتن
3013,ترمیم شدن
3014,ترمیم کردن
3015,ترمیم کندن
3016,ترور کردن
3017,ترویج دادن
3018,ترویج شدن
3019,ترویج کردن
3020,ترویج کندن
3021,ترک برداشتن
3022,ترک خواهد کردن
3023,ترک خواهند کردن
3024,ترک خوردن
3025,ترک زن
3026,ترک نخواهد کردن
3027,ترک نمایدن
3028,ترک نمودن
3029,ترک نکندن
3030,ترک کردن
3031,ترک کردین
3032,ترک کن
3033,ترک کندن
3034,ترک کنین
3035,ترک گفتن
3036,ترکیب شدن
3037,ترکیب نمودن
3038,ترکیب کردن
3039,ترکیب کندن
3040,ترکیب یافتن
3041,ترید کردن
3042,تزریق کردن
3043,تزریق کندن
3044,تزویج کردن
3045,تزویر کردن
3046,تزکیه کردن
3047,تزکیه کندن
3048,تزیین شدن
3049,تزیین کردن
3050,تسبیح گفتن
3051,تسبیح گوین
3052,تست زدن
3053,تست کردن
3054,تست کنین
3055,تسخیر شدن
3056,تسخیر کردن
3057,تسخیر کندن
3058,تسری دادن
3059,تسری یافتن
3060,تسریع شدن
3061,تسریع کردن
3062,تسریع کندن
3063,تسلا دادن
3064,تسلط داشتن
3065,تسلط یافتن
3066,تسلی بخشن
3067,تسلی دادن
3068,تسلی یافتن
3069,تسلیت دادن
3070,تسلیت گفتن
3071,تسلیم خواهد شدن
3072,تسلیم داشتن
3073,تسلیم شدن
3074,تسلیم نخواهیم شدن
3075,تسلیم نشدن
3076,تسلیم کردن
3077,تسلیم کن
3078,تسلیم کندن
3079,تسهیل شدن
3080,تسهیل نمایدن
3081,تسهیل نمودن
3082,تسهیل کردن
3083,تسهیل کندن
3084,تسویه شدن
3085,تسویه کردن
3086,تسویه کندن
3087,تسکین دادن
3088,تسکین یافتن
3089,تشبیه نمودن
3090,تشبیه کردن
3091,تشخیص بدن
3092,تشخیص بدهین
3093,تشخیص دادن
3094,تشخیص دن
3095,تشخیص دهمن
3096,تشدید خواهد شدن
3097,تشدید خواهد کردن
3098,تشدید شدن
3099,تشدید کردن
3100,تشدید کندن
3101,تشدید یافتن
3102,تشر زدن
3103,تشریح کردن
3104,تشریح کندن
3105,تشریف آوردن
3106,تشریف بردن
3107,تشریف داشتن
3108,تشریف فرمودن
3109,تشنج کردن
3110,تشنه شدن
3111,تشویق خواهند کردن
3112,تشویق شدن
3113,تشویق نمایدن
3114,تشویق نمودن
3115,تشویق نکردن
3116,تشویق کردن
3117,تشویق کندن
3118,تشکر داشتن
3119,تشکر کردن
3120,تشکر کردین
3121,تشکر کن
3122,تشکر کندن
3123,تشکر کنین
3124,تشکیل بشودن
3125,تشکیل خواهد دادن
3126,تشکیل خواهد شدن
3127,تشکیل خواهند دادن
3128,تشکیل دادن
3129,تشکیل شدن
3130,تشکیل یافتن
3131,تشکیک کردن
3132,تشکیک کندن
3133,تشییع کردن
3134,تصاحب نمایدن
3135,تصاحب نمودن
3136,تصاحب کردن
3137,تصاحب کندن
3138,تصادف کردن
3139,تصادف کردین
3140,تصحیح کردن
3141,تصحیح کندن
3142,تصدی داشتن
3143,تصدیق خواستن
3144,تصدیق شدن
3145,تصدیق کردن
3146,تصدیق کندن
3147,تصرف داشتن
3148,تصرف شدن
3149,تصرف کردن
3150,تصرف کندن
3151,تصریح داشتن
3152,تصریح شدن
3153,تصریح کردن
3154,تصریح کندن
3155,تصفیه کردن
3156,تصمیم داشتن
3157,تصمیم نگرفتن
3158,تصمیم گرفتن
3159,تصمیم گیرن
3160,تصنیف سازن
3161,تصور داشتن
3162,تصور رفتن
3163,تصور شدن
3164,تصور کردن
3165,تصور کن
3166,تصور کندن
3167,تصور کنین
3168,تصویب شدن
3169,تصویب کردن
3170,تصویب کندن
3171,تصویب گشتن
3172,تصویر ساختن
3173,تصویر کردن
3174,تصویر کشیدن
3175,تصویر کن
3176,تضاد داشتن
3177,تضعیف شدن
3178,تضعیف نکندن
3179,تضعیف کردن
3180,تضعیف کندن
3181,تضمین خواهد کردن
3182,تضمین خواهند کردن
3183,تضمین کردن
3184,تضمین کندن
3185,تضییع شدن
3186,تطابق داشتن
3187,تطبیق دادن
3188,تطبیق داشتن
3189,تطبیق دهمن
3190,تطبیق شدن
3191,تطبیق نمودن
3192,تطبیق کردن
3193,تطبیق کندن
3194,تطهیر کردن
3195,تطهیر کن
3196,تطهیر یافتن
3197,تظاهر کردن
3198,تظاهرات کردن
3199,تعادل داشتن
3200,تعارض داشتن
3201,تعارف کردن
3202,تعارف کنین
3203,تعالی بخشدن
3204,تعالی بخشن
3205,تعالی بخشیدن
3206,تعامل داشتن
3207,تعامل کردن
3208,تعامل کنین
3209,تعبیر شدن
3210,تعبیر نخواهد شدن
3211,تعبیر نمودن
3212,تعبیر کردن
3213,تعبیر کندن
3214,تعبیه شدن
3215,تعبیه کردن
3216,تعجب آوردن
3217,تعجب داشتن
3218,تعجب نمودن
3219,تعجب کردن
3220,تعجب کنین
3221,تعجیل فرمودن
3222,تعجیل کردن
3223,تعجیل کن
3224,تعدی کردن
3225,تعدیل خواهند نمودن
3226,تعدیل شدن
3227,تعدیل نمودن
3228,تعدیل کردن
3229,تعدیل کندن
3230,تعدیل یافتن
3231,تعرض کردن
3232,تعریف خواهد کردن
3233,تعریف داشتن
3234,تعریف کردن
3235,تعریف کن
3236,تعریف کندن
3237,تعریف کنین
3238,تعصب ورزیدن
3239,تعطیل شدن
3240,تعطیل نکندن
3241,تعطیل کردن
3242,تعطیل کندن
3243,تعظیم کردن
3244,تعظیم کندن
3245,تعقل کردن
3246,تعقیب خواهد کردن
3247,تعقیب شدن
3248,تعقیب کردن
3249,تعقیب کندن
3250,تعلق خواهد گرفتن
3251,تعلق دارین
3252,تعلق داشتن
3253,تعلق نخواهد گرفتن
3254,تعلق گرفتن
3255,تعلل کردن
3256,تعلیق کردن
